product_id,product_name,brand,category,sub_category,description,price,cost_price,discount_percentage,final_price,stock_quantity,reorder_level,supplier_name,sku,rating,total_reviews,total_sold,warranty_months,weight,color,specifications,launch_date,status,image_url
P0079,Tata Cooking Oil,Tata,Groceries,Cooking Oil,"Tata brings you this premium cooking oil, built to last with modern features that customers love.",541.0,457.46,5,513.95,348,27,Tata India Distributors,SKU-GRO-0079,3.8,4,42,0,15.17,White,"White, 15.17kg",2026-03-02,Out of Stock,https://source.unsplash.com/400x400/?cooking+oil+bottle&sig=79
P0080,IFB Refrigerator,IFB,Home Appliances,Refrigerator,"IFB brings you this premium refrigerator, built to last with modern features that customers love.",46030.0,35928.26,20,36824.0,389,38,IFB India Distributors,SKU-HOM-0080,3.5,6,44,6,2.8,White,"White, 2.8kg, Warranty: 6 months",2025-05-10,Inactive,https://source.unsplash.com/400x400/?refrigerator&sig=80
P0081,Biba Saree,Biba,Fashion,Saree,"A budget-friendly yet durable saree from Biba, ideal for households looking for good value.",1000.0,706.44,30,700.0,21,5,Biba India Distributors,SKU-FAS-0081,3.6,8,43,0,16.0,Black,"Black, 16.0kg",2025-03-01,Active,https://source.unsplash.com/400x400/?saree+indian&sig=81
P0082,MDH Snacks,MDH,Groceries,Snacks,"A reliable snacks from MDH, designed for everyday use with a great balance of performance and value.",61.0,46.61,0,61.0,235,44,MDH India Distributors,SKU-GRO-0082,3.0,7,63,0,0.31,Silver,"Silver, 0.31kg",2025-06-19,Active,https://source.unsplash.com/400x400/?snacks+chips&sig=82
P0083,Pepperfry Chair,Pepperfry,Furniture,Chair,"This chair by Pepperfry combines quality materials with an attractive design, perfect for daily needs.",8250.0,5881.38,20,6600.0,353,32,Pepperfry India Distributors,SKU-FUR-0083,3.4,5,28,0,22.42,Beige,"Beige, 22.42kg",2025-09-28,Inactive,https://source.unsplash.com/400x400/?chair+furniture&sig=83
P0084,Urban Ladder Bed,Urban Ladder,Furniture,Bed,"Experience top performance with the Urban Ladder bed, trusted by thousands of happy customers across India.",7900.0,6392.79,25,5925.0,274,42,Urban Ladder India Distributors,SKU-FUR-0084,2.6,9,36,24,22.14,White,"White, 22.14kg, Warranty: 24 months",2024-10-26,Active,https://source.unsplash.com/400x400/?bed+furniture&sig=84
P0085,Adidas Jeans,Adidas,Fashion,Jeans,"This jeans by Adidas combines quality materials with an attractive design, perfect for daily needs.",2960.0,2311.3,5,2812.0,233,27,Adidas India Distributors,SKU-FAS-0085,4.0,2,33,0,19.66,Silver,"Silver, 19.66kg",2025-11-08,Active,https://source.unsplash.com/400x400/?jeans+fashion&sig=85
P0086,boAt Bluetooth Speaker,boAt,Electronics,Bluetooth Speaker,"A budget-friendly yet durable bluetooth speaker from boAt, ideal for households looking for good value.",7780.0,6519.86,0,7780.0,425,56,boAt India Distributors,SKU-ELE-0086,4.2,5,41,12,1.97,Blue,"Blue, 1.97kg, Warranty: 12 months",2026-04-20,Out of Stock,https://source.unsplash.com/400x400/?bluetooth+speaker&sig=86
P0087,Allen Solly Handbag,Allen Solly,Fashion,Handbag,"A reliable handbag from Allen Solly, designed for everyday use with a great balance of performance and value.",1030.0,672.58,10,927.0,240,39,Allen Solly India Distributors,SKU-FAS-0087,3.5,10,50,0,7.91,Grey,"Grey, 7.91kg",2025-11-15,Active,https://source.unsplash.com/400x400/?handbag&sig=87
P0088,HP Camera,HP,Electronics,Camera,"This camera by HP combines quality materials with an attractive design, perfect for daily needs.",52820.0,38171.2,0,52820.0,15,5,HP India Distributors,SKU-ELE-0088,3.9,9,50,0,16.29,Blue,"Blue, 16.29kg",2025-11-02,Inactive,https://source.unsplash.com/400x400/?camera&sig=88
P0089,Pepperfry Table,Pepperfry,Furniture,Table,"This table by Pepperfry combines quality materials with an attractive design, perfect for daily needs.",3390.0,2785.9,20,2712.0,187,29,Pepperfry India Distributors,SKU-FUR-0089,2.9,7,32,6,21.14,Silver,"Silver, 21.14kg, Warranty: 6 months",2026-01-13,Active,https://source.unsplash.com/400x400/?table+furniture&sig=89
P0090,Havells Vacuum Cleaner,Havells,Home Appliances,Vacuum Cleaner,"A reliable vacuum cleaner from Havells, designed for everyday use with a great balance of performance and value.",11600.0,8149.76,0,11600.0,286,48,Havells India Distributors,SKU-HOM-0090,3.6,7,41,12,21.34,Grey,"Grey, 21.34kg, Warranty: 12 months",2025-01-12,Active,https://source.unsplash.com/400x400/?vacuum+cleaner&sig=90
P0091,Haldiram's Spices,Haldiram's,Groceries,Spices,"A budget-friendly yet durable spices from Haldiram's, ideal for households looking for good value.",230.0,152.86,20,184.0,408,43,Haldiram's India Distributors,SKU-GRO-0091,3.1,7,49,0,2.82,Blue,"Blue, 2.82kg",2025-11-26,Out of Stock,https://source.unsplash.com/400x400/?spices+indian&sig=91
P0092,Lakme Hair Oil,Lakme,Beauty,Hair Oil,"Experience top performance with the Lakme hair oil, trusted by thousands of happy customers across India.",742.0,619.2,20,593.6,71,10,Lakme India Distributors,SKU-BEA-0092,3.7,6,41,0,17.59,Brown,"Brown, 17.59kg",2025-03-12,Active,https://source.unsplash.com/400x400/?hair+oil+beauty&sig=92
P0093,Rupa Publications Biography,Rupa Publications,Books,Biography,"Experience top performance with the Rupa Publications biography, trusted by thousands of happy customers across India.",564.0,428.09,25,423.0,32,9,Rupa Publications India Distributors,SKU-BOO-0093,4.0,10,52,0,23.42,Silver,"Silver, 23.42kg",2024-10-09,Active,https://source.unsplash.com/400x400/?biography+book&sig=93
P0094,OnePlus Note 12,OnePlus,Electronics,Smartphone,"A reliable smartphone from OnePlus, designed for everyday use with a great balance of performance and value.",25500.0,17653.61,0,25500.0,467,62,OnePlus India Distributors,SKU-ELE-0094,3.0,4,30,0,1.82,Green,"Green, 1.82kg",2024-12-30,Active,https://source.unsplash.com/400x400/?smartphone&sig=94
P0095,Nikon Tablet,Nikon,Electronics,Tablet,"Experience top performance with the Nikon tablet, trusted by thousands of happy customers across India.",31470.0,23097.23,10,28323.0,307,49,Nikon India Distributors,SKU-ELE-0095,3.4,7,45,0,24.09,Grey,"Grey, 24.09kg",2025-07-23,Active,https://source.unsplash.com/400x400/?tablet&sig=95
P0096,Nilkamal Wardrobe,Nilkamal,Furniture,Wardrobe,"A budget-friendly yet durable wardrobe from Nilkamal, ideal for households looking for good value.",38030.0,28382.74,30,26621.0,308,46,Nilkamal India Distributors,SKU-FUR-0096,4.7,10,54,36,20.59,Beige,"Beige, 20.59kg, Warranty: 36 months",2025-09-09,Inactive,https://source.unsplash.com/400x400/?wardrobe+furniture&sig=96
P0097,Urban Ladder Bookshelf,Urban Ladder,Furniture,Bookshelf,"A reliable bookshelf from Urban Ladder, designed for everyday use with a great balance of performance and value.",3010.0,2358.61,5,2859.5,150,20,Urban Ladder India Distributors,SKU-FUR-0097,3.5,6,25,12,22.42,Blue,"Blue, 22.42kg, Warranty: 12 months",2025-01-08,Active,https://source.unsplash.com/400x400/?bookshelf&sig=97
P0098,Penguin Fiction,Penguin,Books,Fiction,"A budget-friendly yet durable fiction from Penguin, ideal for households looking for good value.",822.0,645.1,10,739.8,225,33,Penguin India Distributors,SKU-BOO-0098,4.3,10,51,0,1.01,Red,"Red, 1.01kg",2024-11-14,Active,https://source.unsplash.com/400x400/?fiction+books&sig=98
P0099,Ray-Ban Sunglasses,Ray-Ban,Fashion,Sunglasses,"A reliable sunglasses from Ray-Ban, designed for everyday use with a great balance of performance and value.",3190.0,2456.9,10,2871.0,138,13,Ray-Ban India Distributors,SKU-FAS-0099,3.8,13,50,0,20.36,Black,"Black, 20.36kg",2025-08-21,Active,https://source.unsplash.com/400x400/?sunglasses&sig=99
P0100,Fabindia Kurta,Fabindia,Fashion,Kurta,"A budget-friendly yet durable kurta from Fabindia, ideal for households looking for good value.",1760.0,1449.45,25,1320.0,300,51,Fabindia India Distributors,SKU-FAS-0100,3.3,7,42,0,13.13,Silver,"Silver, 13.13kg",2025-10-17,Active,https://source.unsplash.com/400x400/?kurta+indian+fashion&sig=100
P0101,HarperCollins Non-Fiction,HarperCollins,Books,Non-Fiction,"This non-fiction by HarperCollins combines quality materials with an attractive design, perfect for daily needs.",659.0,477.53,30,461.3,276,20,HarperCollins India Distributors,SKU-BOO-0101,3.8,11,38,0,15.55,White,"White, 15.55kg",2026-07-26,Active,https://source.unsplash.com/400x400/?nonfiction+book&sig=101
P0102,Everest Beverages,Everest,Groceries,Beverages,"A budget-friendly yet durable beverages from Everest, ideal for households looking for good value.",509.0,339.98,0,509.0,287,46,Everest India Distributors,SKU-GRO-0102,3.8,8,38,0,15.87,Beige,"Beige, 15.87kg",2024-11-17,Inactive,https://source.unsplash.com/400x400/?beverage+drink&sig=102
P0103,JBL IdeaPad Slim 3,JBL,Electronics,Laptop,"JBL brings you this premium laptop, built to last with modern features that customers love.",31000.0,21947.41,20,24800.0,64,8,JBL India Distributors,SKU-ELE-0103,3.3,10,54,36,23.77,Silver,"Silver, 23.77kg, Warranty: 36 months",2025-11-30,Active,https://source.unsplash.com/400x400/?laptop&sig=103
P0104,Himalaya Lipstick,Himalaya,Beauty,Lipstick,"This lipstick by Himalaya combines quality materials with an attractive design, perfect for daily needs.",1376.0,1071.87,20,1100.8,8,5,Himalaya India Distributors,SKU-BEA-0104,4.4,8,51,0,6.69,Green,"Green, 6.69kg",2026-06-12,Out of Stock,https://source.unsplash.com/400x400/?lipstick+makeup&sig=104
P0105,Samsung Smartwatch,Samsung,Electronics,Smartwatch,"This smartwatch by Samsung combines quality materials with an attractive design, perfect for daily needs.",1600.0,1330.9,0,1600.0,9,5,Samsung India Distributors,SKU-ELE-0105,3.8,5,29,12,4.34,Gold,"Gold, 4.34kg, Warranty: 12 months",2025-07-16,Active,https://source.unsplash.com/400x400/?smartwatch&sig=105
P0106,Scholastic Academic,Scholastic,Books,Academic,"Experience top performance with the Scholastic academic, trusted by thousands of happy customers across India.",2440.0,1680.02,20,1952.0,394,23,Scholastic India Distributors,SKU-BOO-0106,4.4,9,40,0,10.14,Silver,"Silver, 10.14kg",2025-01-31,Inactive,https://source.unsplash.com/400x400/?textbook+study&sig=106
P0107,Lenovo Power Bank,Lenovo,Electronics,Power Bank,"A budget-friendly yet durable power bank from Lenovo, ideal for households looking for good value.",1810.0,1212.55,5,1719.5,240,16,Lenovo India Distributors,SKU-ELE-0107,3.7,3,28,0,23.72,Red,"Red, 23.72kg",2025-01-16,Active,https://source.unsplash.com/400x400/?power+bank&sig=107
P0108,Dell iPhone 13,Dell,Electronics,Smartphone,"Experience top performance with the Dell smartphone, trusted by thousands of happy customers across India.",43870.0,34033.42,5,41676.5,19,5,Dell India Distributors,SKU-ELE-0108,4.2,10,52,12,18.58,Blue,"Blue, 18.58kg, Warranty: 12 months",2024-09-01,Out of Stock,https://source.unsplash.com/400x400/?smartphone&sig=108
P0109,Oxford Press Academic,Oxford Press,Books,Academic,"This academic by Oxford Press combines quality materials with an attractive design, perfect for daily needs.",2010.0,1381.5,10,1809.0,129,11,Oxford Press India Distributors,SKU-BOO-0109,4.6,9,33,0,1.39,White,"White, 1.39kg",2026-06-13,Active,https://source.unsplash.com/400x400/?textbook+study&sig=109
P0110,Maybelline Hair Oil,Maybelline,Beauty,Hair Oil,"This hair oil by Maybelline combines quality materials with an attractive design, perfect for daily needs.",116.0,98.25,0,116.0,22,6,Maybelline India Distributors,SKU-BEA-0110,3.2,4,44,0,22.38,White,"White, 22.38kg",2025-05-02,Active,https://source.unsplash.com/400x400/?hair+oil+beauty&sig=110
P0111,Cosco Badminton Racket,Cosco,Sports,Badminton Racket,"Experience top performance with the Cosco badminton racket, trusted by thousands of happy customers across India.",6850.0,5702.93,10,6165.0,167,12,Cosco India Distributors,SKU-SPO-0111,4.6,5,43,0,2.0,Pink,"Pink, 2.0kg",2026-05-09,Active,https://source.unsplash.com/400x400/?badminton+racket&sig=111
P0112,Amul Rice,Amul,Groceries,Rice,"A budget-friendly yet durable rice from Amul, ideal for households looking for good value.",1368.0,1062.54,25,1026.0,396,27,Amul India Distributors,SKU-GRO-0112,4.2,4,27,0,3.02,Silver,"Silver, 3.02kg",2024-09-08,Active,https://source.unsplash.com/400x400/?rice+grains&sig=112
P0113,Amul Spices,Amul,Groceries,Spices,"A budget-friendly yet durable spices from Amul, ideal for households looking for good value.",498.0,383.46,0,498.0,47,9,Amul India Distributors,SKU-GRO-0113,3.9,7,44,0,13.45,Beige,"Beige, 13.45kg",2024-09-06,Inactive,https://source.unsplash.com/400x400/?spices+indian&sig=113
P0114,Urban Ladder Bookshelf,Urban Ladder,Furniture,Bookshelf,"This bookshelf by Urban Ladder combines quality materials with an attractive design, perfect for daily needs.",4810.0,3477.52,10,4329.0,13,5,Urban Ladder India Distributors,SKU-FUR-0114,2.8,9,70,6,12.09,White,"White, 12.09kg, Warranty: 6 months",2025-05-14,Out of Stock,https://source.unsplash.com/400x400/?bookshelf&sig=114
P0115,Haldiram's Cooking Oil,Haldiram's,Groceries,Cooking Oil,"Haldiram's brings you this premium cooking oil, built to last with modern features that customers love.",639.0,475.04,25,479.25,174,23,Haldiram's India Distributors,SKU-GRO-0115,4.2,5,59,0,17.21,Grey,"Grey, 17.21kg",2025-02-25,Active,https://source.unsplash.com/400x400/?cooking+oil+bottle&sig=115
P0116,Puma T-Shirt,Puma,Fashion,T-Shirt,"Experience top performance with the Puma t-shirt, trusted by thousands of happy customers across India.",1292.0,1037.85,10,1162.8,61,12,Puma India Distributors,SKU-FAS-0116,4.4,8,33,0,14.95,Grey,"Grey, 14.95kg",2025-10-14,Active,https://source.unsplash.com/400x400/?tshirt+fashion&sig=116
P0117,Mamaearth Shampoo,Mamaearth,Beauty,Shampoo,"Mamaearth brings you this premium shampoo, built to last with modern features that customers love.",218.0,158.4,10,196.2,260,25,Mamaearth India Distributors,SKU-BEA-0117,3.8,4,40,0,23.96,Grey,"Grey, 23.96kg",2024-09-10,Inactive,https://source.unsplash.com/400x400/?shampoo+hair+care&sig=117
P0118,Sony Smartwatch,Sony,Electronics,Smartwatch,"Sony brings you this premium smartwatch, built to last with modern features that customers love.",8400.0,6848.83,30,5880.0,147,17,Sony India Distributors,SKU-ELE-0118,3.2,6,43,24,6.21,Red,"Red, 6.21kg, Warranty: 24 months",2025-08-08,Active,https://source.unsplash.com/400x400/?smartwatch&sig=118
P0119,Biba Jacket,Biba,Fashion,Jacket,"A budget-friendly yet durable jacket from Biba, ideal for households looking for good value.",1730.0,1233.3,0,1730.0,129,20,Biba India Distributors,SKU-FAS-0119,3.7,7,44,0,22.48,Beige,"Beige, 22.48kg",2025-07-02,Active,https://source.unsplash.com/400x400/?jacket+fashion&sig=119
P0120,Havells Microwave Oven,Havells,Home Appliances,Microwave Oven,"A budget-friendly yet durable microwave oven from Havells, ideal for households looking for good value.",10670.0,7388.28,10,9603.0,27,6,Havells India Distributors,SKU-HOM-0120,4.3,6,35,6,10.6,Green,"Green, 10.6kg, Warranty: 6 months",2026-05-30,Active,https://source.unsplash.com/400x400/?microwave+oven&sig=120
P0121,Adidas Shoes,Adidas,Fashion,Shoes,"Adidas brings you this premium shoes, built to last with modern features that customers love.",2220.0,1799.41,25,1665.0,19,5,Adidas India Distributors,SKU-FAS-0121,3.0,6,37,0,8.24,Green,"Green, 8.24kg",2026-04-14,Active,https://source.unsplash.com/400x400/?shoes&sig=121
P0122,Woodland Kurta,Woodland,Fashion,Kurta,"A budget-friendly yet durable kurta from Woodland, ideal for households looking for good value.",550.0,359.46,0,550.0,440,45,Woodland India Distributors,SKU-FAS-0122,3.2,4,36,0,1.07,Pink,"Pink, 1.07kg",2026-01-29,Active,https://source.unsplash.com/400x400/?kurta+indian+fashion&sig=122
P0123,Tata Beverages,Tata,Groceries,Beverages,"A reliable beverages from Tata, designed for everyday use with a great balance of performance and value.",303.0,247.24,20,242.4,318,30,Tata India Distributors,SKU-GRO-0123,3.6,11,62,0,19.39,Brown,"Brown, 19.39kg",2026-02-27,Inactive,https://source.unsplash.com/400x400/?beverage+drink&sig=123
P0124,Dell Inspiron 15,Dell,Electronics,Laptop,"A budget-friendly yet durable laptop from Dell, ideal for households looking for good value.",64190.0,50664.61,25,48142.5,225,35,Dell India Distributors,SKU-ELE-0124,3.4,7,37,36,0.83,Black,"Black, 0.83kg, Warranty: 36 months",2024-11-20,Active,https://source.unsplash.com/400x400/?laptop&sig=124
P0125,Yonex Football,Yonex,Sports,Football,"A reliable football from Yonex, designed for everyday use with a great balance of performance and value.",760.0,543.07,20,608.0,91,8,Yonex India Distributors,SKU-SPO-0125,3.0,10,34,0,21.71,Grey,"Grey, 21.71kg",2026-07-12,Active,https://source.unsplash.com/400x400/?football&sig=125
P0126,Godrej Interio Bed,Godrej Interio,Furniture,Bed,"Godrej Interio brings you this premium bed, built to last with modern features that customers love.",8820.0,6269.77,10,7938.0,134,21,Godrej Interio India Distributors,SKU-FUR-0126,3.0,8,44,0,14.63,White,"White, 14.63kg",2024-12-26,Active,https://source.unsplash.com/400x400/?bed+furniture&sig=126
P0127,Nike Sunglasses,Nike,Fashion,Sunglasses,"A budget-friendly yet durable sunglasses from Nike, ideal for households looking for good value.",3110.0,2573.71,20,2488.0,299,31,Nike India Distributors,SKU-FAS-0127,3.7,3,37,0,16.57,Grey,"Grey, 16.57kg",2025-12-09,Active,https://source.unsplash.com/400x400/?sunglasses&sig=127
P0128,Oxford Press Self-Help,Oxford Press,Books,Self-Help,"A reliable self-help from Oxford Press, designed for everyday use with a great balance of performance and value.",560.0,374.28,10,504.0,300,21,Oxford Press India Distributors,SKU-BOO-0128,3.8,18,74,0,24.3,Black,"Black, 24.3kg",2024-10-22,Active,https://source.unsplash.com/400x400/?self+help+book&sig=128
P0129,Penguin Children's Books,Penguin,Books,Children's Books,"A budget-friendly yet durable children's books from Penguin, ideal for households looking for good value.",435.0,323.48,20,348.0,69,10,Penguin India Distributors,SKU-BOO-0129,3.8,4,37,0,19.04,Grey,"Grey, 19.04kg",2025-06-23,Out of Stock,https://source.unsplash.com/400x400/?children+books&sig=129
P0130,Cosco Dumbbells,Cosco,Sports,Dumbbells,"A budget-friendly yet durable dumbbells from Cosco, ideal for households looking for good value.",4100.0,3360.2,0,4100.0,428,30,Cosco India Distributors,SKU-SPO-0130,4.1,7,50,0,5.16,Green,"Green, 5.16kg",2026-01-14,Active,https://source.unsplash.com/400x400/?dumbbells+gym&sig=130
P0131,HP Tablet,HP,Electronics,Tablet,"A reliable tablet from HP, designed for everyday use with a great balance of performance and value.",22450.0,15329.74,10,20205.0,460,68,HP India Distributors,SKU-ELE-0131,3.3,6,37,0,6.09,Brown,"Brown, 6.09kg",2024-11-27,Active,https://source.unsplash.com/400x400/?tablet&sig=131
P0132,Lakme Face Cream,Lakme,Beauty,Face Cream,"Lakme brings you this premium face cream, built to last with modern features that customers love.",1031.0,779.62,15,876.35,102,8,Lakme India Distributors,SKU-BEA-0132,3.7,7,43,0,9.98,Green,"Green, 9.98kg",2025-01-08,Inactive,https://source.unsplash.com/400x400/?face+cream+skincare&sig=132
P0133,Nilkamal Sofa,Nilkamal,Furniture,Sofa,"This sofa by Nilkamal combines quality materials with an attractive design, perfect for daily needs.",10760.0,7580.61,0,10760.0,5,5,Nilkamal India Distributors,SKU-FUR-0133,3.3,7,34,6,10.13,Gold,"Gold, 10.13kg, Warranty: 6 months",2025-02-16,Inactive,https://source.unsplash.com/400x400/?sofa+furniture&sig=133
P0134,IFB Water Purifier,IFB,Home Appliances,Water Purifier,"A reliable water purifier from IFB, designed for everyday use with a great balance of performance and value.",12300.0,8263.59,0,12300.0,296,25,IFB India Distributors,SKU-HOM-0134,3.2,8,44,12,6.73,White,"White, 6.73kg, Warranty: 12 months",2026-03-19,Active,https://source.unsplash.com/400x400/?water+purifier&sig=134
P0135,Nilkamal Wardrobe,Nilkamal,Furniture,Wardrobe,"Experience top performance with the Nilkamal wardrobe, trusted by thousands of happy customers across India.",13700.0,10604.4,20,10960.0,174,18,Nilkamal India Distributors,SKU-FUR-0135,3.4,8,36,6,4.36,Red,"Red, 4.36kg, Warranty: 6 months",2025-03-05,Out of Stock,https://source.unsplash.com/400x400/?wardrobe+furniture&sig=135
P0136,MDH Dairy Products,MDH,Groceries,Dairy Products,"This dairy products by MDH combines quality materials with an attractive design, perfect for daily needs.",362.0,256.15,0,362.0,19,5,MDH India Distributors,SKU-GRO-0136,4.3,10,39,0,6.04,Silver,"Silver, 6.04kg",2026-07-12,Out of Stock,https://source.unsplash.com/400x400/?dairy+milk+products&sig=136
P0137,Samsung Vacuum Cleaner,Samsung,Home Appliances,Vacuum Cleaner,"A reliable vacuum cleaner from Samsung, designed for everyday use with a great balance of performance and value.",5830.0,4176.79,25,4372.5,50,11,Samsung India Distributors,SKU-HOM-0137,3.5,8,32,0,24.36,White,"White, 24.36kg",2025-02-04,Out of Stock,https://source.unsplash.com/400x400/?vacuum+cleaner&sig=137
P0138,Penguin Non-Fiction,Penguin,Books,Non-Fiction,"A budget-friendly yet durable non-fiction from Penguin, ideal for households looking for good value.",794.0,670.06,0,794.0,217,35,Penguin India Distributors,SKU-BOO-0138,3.7,9,43,0,24.76,Red,"Red, 24.76kg",2026-07-04,Inactive,https://source.unsplash.com/400x400/?nonfiction+book&sig=138
P0139,Philips Mixer Grinder,Philips,Home Appliances,Mixer Grinder,"This mixer grinder by Philips combines quality materials with an attractive design, perfect for daily needs.",2590.0,1759.43,0,2590.0,14,5,Philips India Distributors,SKU-HOM-0139,3.8,13,47,6,6.51,Brown,"Brown, 6.51kg, Warranty: 6 months",2026-02-16,Active,https://source.unsplash.com/400x400/?mixer+grinder+kitchen&sig=139
P0140,Himalaya Perfume,Himalaya,Beauty,Perfume,"A reliable perfume from Himalaya, designed for everyday use with a great balance of performance and value.",460.0,331.44,15,391.0,435,47,Himalaya India Distributors,SKU-BEA-0140,3.3,7,31,0,17.18,Pink,"Pink, 17.18kg",2025-05-10,Active,https://source.unsplash.com/400x400/?perfume+bottle&sig=140
P0141,Whirlpool Refrigerator,Whirlpool,Home Appliances,Refrigerator,"This refrigerator by Whirlpool combines quality materials with an attractive design, perfect for daily needs.",78610.0,64558.71,5,74679.5,136,19,Whirlpool India Distributors,SKU-HOM-0141,4.4,11,56,12,18.63,Red,"Red, 18.63kg, Warranty: 12 months",2025-03-06,Out of Stock,https://source.unsplash.com/400x400/?refrigerator&sig=141
P0142,Puma Jeans,Puma,Fashion,Jeans,"This jeans by Puma combines quality materials with an attractive design, perfect for daily needs.",3400.0,2806.46,30,2380.0,443,66,Puma India Distributors,SKU-FAS-0142,4.3,3,27,0,8.79,Silver,"Silver, 8.79kg",2026-07-03,Active,https://source.unsplash.com/400x400/?jeans+fashion&sig=142
P0143,Decathlon Cycling Helmet,Decathlon,Sports,Cycling Helmet,"A reliable cycling helmet from Decathlon, designed for everyday use with a great balance of performance and value.",2290.0,1943.73,10,2061.0,71,5,Decathlon India Distributors,SKU-SPO-0143,3.6,7,36,0,19.9,Gold,"Gold, 19.9kg",2025-10-24,Active,https://source.unsplash.com/400x400/?cycling+helmet&sig=143
P0144,Apple Bluetooth Speaker,Apple,Electronics,Bluetooth Speaker,"A budget-friendly yet durable bluetooth speaker from Apple, ideal for households looking for good value.",2030.0,1322.88,5,1928.5,214,29,Apple India Distributors,SKU-ELE-0144,3.3,3,34,6,4.15,Brown,"Brown, 4.15kg, Warranty: 6 months",2026-06-18,Active,https://source.unsplash.com/400x400/?bluetooth+speaker&sig=144
P0145,Adidas Yoga Mat,Adidas,Sports,Yoga Mat,"A reliable yoga mat from Adidas, designed for everyday use with a great balance of performance and value.",801.0,593.36,10,720.9,116,20,Adidas India Distributors,SKU-SPO-0145,3.2,5,38,0,8.87,Black,"Black, 8.87kg",2025-10-21,Active,https://source.unsplash.com/400x400/?yoga+mat&sig=145
P0146,LOreal Lipstick,LOreal,Beauty,Lipstick,"LOreal brings you this premium lipstick, built to last with modern features that customers love.",336.0,277.45,30,235.2,281,51,LOreal India Distributors,SKU-BEA-0146,3.4,18,69,0,10.86,White,"White, 10.86kg",2025-02-24,Active,https://source.unsplash.com/400x400/?lipstick+makeup&sig=146
P0147,Voltas Air Conditioner,Voltas,Home Appliances,Air Conditioner,"This air conditioner by Voltas combines quality materials with an attractive design, perfect for daily needs.",26450.0,22127.72,10,23805.0,377,50,Voltas India Distributors,SKU-HOM-0147,2.8,11,48,12,14.97,Blue,"Blue, 14.97kg, Warranty: 12 months",2025-06-12,Active,https://source.unsplash.com/400x400/?air+conditioner&sig=147
P0148,Oxford Press Biography,Oxford Press,Books,Biography,"Oxford Press brings you this premium biography, built to last with modern features that customers love.",901.0,730.6,5,855.95,326,45,Oxford Press India Distributors,SKU-BOO-0148,3.8,4,33,0,7.69,Grey,"Grey, 7.69kg",2025-06-11,Inactive,https://source.unsplash.com/400x400/?biography+book&sig=148
P0149,Allen Solly Saree,Allen Solly,Fashion,Saree,"This saree by Allen Solly combines quality materials with an attractive design, perfect for daily needs.",4730.0,3430.16,20,3784.0,18,5,Allen Solly India Distributors,SKU-FAS-0149,3.5,8,45,0,8.92,Brown,"Brown, 8.92kg",2025-11-29,Active,https://source.unsplash.com/400x400/?saree+indian&sig=149
P0150,Amul Snacks,Amul,Groceries,Snacks,"This snacks by Amul combines quality materials with an attractive design, perfect for daily needs.",201.0,167.33,0,201.0,459,63,Amul India Distributors,SKU-GRO-0150,3.8,6,41,0,14.55,Silver,"Silver, 14.55kg",2025-04-12,Active,https://source.unsplash.com/400x400/?snacks+chips&sig=150
P0151,Realme Headphones,Realme,Electronics,Headphones,"Experience top performance with the Realme headphones, trusted by thousands of happy customers across India.",8380.0,6394.9,10,7542.0,11,5,Realme India Distributors,SKU-ELE-0151,3.8,4,29,0,11.56,Black,"Black, 11.56kg",2026-01-19,Active,https://source.unsplash.com/400x400/?headphones&sig=151
P0152,Rupa Publications Fiction,Rupa Publications,Books,Fiction,"A reliable fiction from Rupa Publications, designed for everyday use with a great balance of performance and value.",855.0,666.88,15,726.75,275,18,Rupa Publications India Distributors,SKU-BOO-0152,4.2,5,39,0,18.54,Pink,"Pink, 18.54kg",2024-12-09,Inactive,https://source.unsplash.com/400x400/?fiction+books&sig=152
P0153,Maybelline Sunscreen,Maybelline,Beauty,Sunscreen,"Maybelline brings you this premium sunscreen, built to last with modern features that customers love.",1132.0,894.64,30,792.4,27,8,Maybelline India Distributors,SKU-BEA-0153,4.2,10,56,0,15.74,Black,"Black, 15.74kg",2025-06-11,Active,https://source.unsplash.com/400x400/?sunscreen+spf&sig=153
P0154,Durian Chair,Durian,Furniture,Chair,"Durian brings you this premium chair, built to last with modern features that customers love.",10780.0,7254.31,0,10780.0,34,9,Durian India Distributors,SKU-FUR-0154,3.9,9,54,12,11.9,Beige,"Beige, 11.9kg, Warranty: 12 months",2024-11-21,Active,https://source.unsplash.com/400x400/?chair+furniture&sig=154
P0155,LG Washing Machine,LG,Home Appliances,Washing Machine,"A budget-friendly yet durable washing machine from LG, ideal for households looking for good value.",56450.0,40078.64,25,42337.5,54,13,LG India Distributors,SKU-HOM-0155,4.6,11,50,12,11.03,Pink,"Pink, 11.03kg, Warranty: 12 months",2026-07-05,Active,https://source.unsplash.com/400x400/?washing+machine&sig=155
P0156,Pepperfry Table,Pepperfry,Furniture,Table,"Pepperfry brings you this premium table, built to last with modern features that customers love.",5790.0,3788.58,5,5500.5,366,53,Pepperfry India Distributors,SKU-FUR-0156,3.3,15,63,24,12.06,Grey,"Grey, 12.06kg, Warranty: 24 months",2025-12-07,Active,https://source.unsplash.com/400x400/?table+furniture&sig=156
