order_item_id,order_id,product_id,quantity,unit_price,discount,subtotal
OI002402,ORD00886,P0225,3,2412.0,361.8,6874.2
OI002403,ORD00886,P0171,2,67370.0,0.0,134740.0
OI002404,ORD00886,P0154,2,10780.0,1078.0,20482.0
OI002405,ORD00886,P0099,3,2871.0,0.0,8613.0
OI002406,ORD00887,P0228,1,113667.5,0.0,113667.5
OI002407,ORD00888,P0308,1,6842.5,136.85,6705.65
OI002408,ORD00888,P0047,3,3654.0,548.1,10413.9
OI002409,ORD00888,P0120,3,9603.0,576.18,28232.82
OI002410,ORD00888,P0222,2,441.0,17.64,864.36
OI002411,ORD00889,P0272,1,635.0,0.0,635.0
OI002412,ORD00890,P0017,1,1344.25,0.0,1344.25
OI002413,ORD00891,P0242,1,689.0,0.0,689.0
OI002414,ORD00891,P0230,1,112208.0,5610.4,106597.6
OI002415,ORD00891,P0167,2,1932.0,193.2,3670.8
OI002416,ORD00892,P0327,3,165.75,0.0,497.25
OI002417,ORD00892,P0320,3,39358.5,0.0,118075.5
OI002418,ORD00892,P0236,3,6860.0,0.0,20580.0
OI002419,ORD00893,P0358,3,1111.0,66.66,3266.34
OI002420,ORD00893,P0058,3,4869.0,730.35,13876.65
OI002421,ORD00893,P0262,1,827.25,0.0,827.25
OI002422,ORD00893,P0108,3,41676.5,0.0,125029.5
OI002423,ORD00893,P0071,3,11925.0,0.0,35775.0
OI002424,ORD00894,P0282,1,7600.0,152.0,7448.0
OI002425,ORD00894,P0291,2,2282.0,0.0,4564.0
OI002426,ORD00894,P0395,1,1710.0,0.0,1710.0
OI002427,ORD00895,P0258,2,132.0,0.0,264.0
OI002428,ORD00895,P0059,2,1367.1,0.0,2734.2
OI002429,ORD00895,P0114,3,4329.0,0.0,12987.0
OI002430,ORD00895,P0301,2,187.15,18.71,355.59
OI002431,ORD00896,P0267,2,69400.0,0.0,138800.0
OI002432,ORD00896,P0215,3,12010.5,0.0,36031.5
OI002433,ORD00896,P0384,1,8334.0,416.7,7917.3
OI002434,ORD00897,P0194,3,50310.0,0.0,150930.0
OI002435,ORD00897,P0144,1,1928.5,0.0,1928.5
OI002436,ORD00897,P0149,3,3784.0,0.0,11352.0
OI002437,ORD00898,P0337,2,3771.0,0.0,7542.0
OI002438,ORD00898,P0113,3,498.0,0.0,1494.0
OI002439,ORD00898,P0335,3,323.2,0.0,969.6
OI002440,ORD00899,P0212,1,424.8,0.0,424.8
OI002441,ORD00899,P0305,2,11367.0,1136.7,21597.3
OI002442,ORD00899,P0174,1,312.8,0.0,312.8
OI002443,ORD00899,P0116,2,1162.8,0.0,2325.6
OI002444,ORD00900,P0101,2,461.3,0.0,922.6
OI002445,ORD00900,P0056,2,3800.0,380.0,7220.0
OI002446,ORD00900,P0262,1,827.25,0.0,827.25
OI002447,ORD00900,P0007,2,889.5,35.58,1743.42
OI002448,ORD00901,P0171,3,67370.0,10105.5,192004.5
OI002449,ORD00901,P0069,1,380.0,0.0,380.0
OI002450,ORD00901,P0313,2,914.85,0.0,1829.7
OI002451,ORD00901,P0366,3,13920.0,0.0,41760.0
OI002452,ORD00902,P0167,2,1932.0,0.0,3864.0
OI002453,ORD00902,P0356,1,7398.0,0.0,7398.0
OI002454,ORD00902,P0341,2,5664.0,0.0,11328.0
OI002455,ORD00902,P0107,1,1719.5,0.0,1719.5
OI002456,ORD00903,P0386,1,981.75,19.64,962.11
OI002457,ORD00903,P0061,1,2394.0,0.0,2394.0
OI002458,ORD00904,P0217,3,197.1,0.0,591.3
OI002459,ORD00904,P0237,3,35595.0,0.0,106785.0
OI002460,ORD00905,P0300,3,1547.1,0.0,4641.3
OI002461,ORD00906,P0306,3,1472.0,0.0,4416.0
OI002462,ORD00907,P0361,2,4263.0,0.0,8526.0
OI002463,ORD00908,P0372,2,6732.0,673.2,12790.8
OI002464,ORD00908,P0173,2,437.0,0.0,874.0
OI002465,ORD00908,P0262,3,827.25,49.63,2432.12
OI002466,ORD00908,P0275,2,42363.0,0.0,84726.0
OI002467,ORD00908,P0332,3,32277.0,0.0,96831.0
OI002468,ORD00909,P0399,2,295.0,11.8,578.2
OI002469,ORD00909,P0194,1,50310.0,0.0,50310.0
OI002470,ORD00909,P0153,2,792.4,79.24,1505.56
OI002471,ORD00909,P0262,3,827.25,124.09,2357.66
OI002472,ORD00909,P0029,3,102.6,0.0,307.8
OI002473,ORD00910,P0282,1,7600.0,380.0,7220.0
OI002474,ORD00910,P0385,3,813.0,0.0,2439.0
OI002475,ORD00910,P0165,1,2259.0,0.0,2259.0
OI002476,ORD00910,P0110,1,116.0,0.0,116.0
OI002477,ORD00911,P0136,2,362.0,14.48,709.52
OI002478,ORD00911,P0256,3,10179.0,0.0,30537.0
OI002479,ORD00911,P0361,2,4263.0,0.0,8526.0
OI002480,ORD00911,P0032,1,873.0,0.0,873.0
OI002481,ORD00911,P0391,3,2916.0,437.4,8310.6
OI002482,ORD00912,P0179,3,3315.0,0.0,9945.0
OI002483,ORD00912,P0033,2,30405.0,3040.5,57769.5
OI002484,ORD00912,P0282,2,7600.0,760.0,14440.0
OI002485,ORD00913,P0211,2,1030.0,0.0,2060.0
OI002486,ORD00913,P0034,3,2646.0,396.9,7541.1
OI002487,ORD00914,P0010,1,11568.0,578.4,10989.6
OI002488,ORD00914,P0091,1,184.0,0.0,184.0
OI002489,ORD00914,P0358,2,1111.0,44.44,2177.56
OI002490,ORD00915,P0397,1,468.75,9.38,459.37
OI002491,ORD00916,P0117,2,196.2,7.85,384.55
OI002492,ORD00916,P0255,2,56373.0,0.0,112746.0
OI002493,ORD00916,P0292,2,204.0,8.16,399.84
OI002494,ORD00917,P0086,3,7780.0,0.0,23340.0
OI002495,ORD00917,P0053,3,2260.0,0.0,6780.0
OI002496,ORD00917,P0109,1,1809.0,0.0,1809.0
OI002497,ORD00918,P0248,2,16444.5,1644.45,31244.55
OI002498,ORD00918,P0117,3,196.2,0.0,588.6
OI002499,ORD00918,P0091,3,184.0,27.6,524.4
OI002500,ORD00918,P0226,2,10590.0,1059.0,20121.0
OI002501,ORD00918,P0398,2,24984.0,0.0,49968.0
OI002502,ORD00919,P0120,3,9603.0,576.18,28232.82
OI002503,ORD00920,P0166,3,2070.0,0.0,6210.0
OI002504,ORD00920,P0075,1,2147.0,107.35,2039.65
OI002505,ORD00920,P0365,2,51250.0,0.0,102500.0
OI002506,ORD00920,P0192,3,129.5,19.43,369.07
OI002507,ORD00921,P0251,2,25200.0,0.0,50400.0
OI002508,ORD00921,P0341,3,5664.0,0.0,16992.0
OI002509,ORD00921,P0139,2,2590.0,259.0,4921.0
OI002510,ORD00921,P0336,2,2520.0,100.8,4939.2
OI002511,ORD00922,P0393,3,472.0,70.8,1345.2
OI002512,ORD00922,P0331,1,5200.0,260.0,4940.0
OI002513,ORD00922,P0380,1,23597.0,1179.85,22417.15
OI002514,ORD00923,P0128,3,504.0,0.0,1512.0
OI002515,ORD00923,P0025,1,493.05,24.65,468.4
OI002516,ORD00924,P0300,1,1547.1,0.0,1547.1
OI002517,ORD00924,P0251,3,25200.0,1512.0,74088.0
OI002518,ORD00924,P0138,2,794.0,0.0,1588.0
OI002519,ORD00925,P0011,3,13991.0,2098.65,39874.35
OI002520,ORD00925,P0385,2,813.0,0.0,1626.0
OI002521,ORD00926,P0131,3,20205.0,0.0,60615.0
OI002522,ORD00926,P0304,2,28441.0,0.0,56882.0
OI002523,ORD00926,P0065,1,6460.0,323.0,6137.0
OI002524,ORD00927,P0057,1,1809.0,0.0,1809.0
OI002525,ORD00928,P0321,2,170.4,0.0,340.8
OI002526,ORD00928,P0301,3,187.15,0.0,561.45
OI002527,ORD00929,P0163,1,781.0,0.0,781.0
OI002528,ORD00929,P0292,1,204.0,10.2,193.8
OI002529,ORD00930,P0373,1,11673.0,0.0,11673.0
OI002530,ORD00930,P0148,1,855.95,42.8,813.15
OI002531,ORD00931,P0036,3,594.0,0.0,1782.0
OI002532,ORD00931,P0373,3,11673.0,0.0,35019.0
OI002533,ORD00931,P0384,3,8334.0,0.0,25002.0
OI002534,ORD00931,P0056,3,3800.0,0.0,11400.0
OI002535,ORD00931,P0074,1,2356.0,47.12,2308.88
OI002536,ORD00932,P0054,1,1603.0,0.0,1603.0
OI002537,ORD00932,P0021,1,246.0,0.0,246.0
OI002538,ORD00932,P0324,3,319.2,47.88,909.72
OI002539,ORD00932,P0186,2,54045.5,2161.82,105929.18
OI002540,ORD00933,P0300,1,1547.1,0.0,1547.1
OI002541,ORD00933,P0198,3,385.0,57.75,1097.25
OI002542,ORD00933,P0205,2,1770.0,0.0,3540.0
OI002543,ORD00934,P0243,1,1389.0,0.0,1389.0
OI002544,ORD00934,P0072,3,875.7,0.0,2627.1
OI002545,ORD00935,P0395,1,1710.0,85.5,1624.5
OI002546,ORD00936,P0077,2,794.0,0.0,1588.0
OI002547,ORD00936,P0299,1,776.15,38.81,737.34
OI002548,ORD00936,P0055,2,7923.0,792.3,15053.7
OI002549,ORD00937,P0259,2,950.0,0.0,1900.0
OI002550,ORD00937,P0240,1,7990.0,159.8,7830.2
OI002551,ORD00938,P0154,3,10780.0,0.0,32340.0
OI002552,ORD00938,P0316,3,6298.5,0.0,18895.5
OI002553,ORD00938,P0156,2,5500.5,550.05,10450.95
OI002554,ORD00938,P0037,1,2619.0,52.38,2566.62
OI002555,ORD00938,P0189,1,2637.0,52.74,2584.26
OI002556,ORD00939,P0239,2,281.6,0.0,563.2
OI002557,ORD00939,P0172,3,963.0,0.0,2889.0
OI002558,ORD00939,P0335,1,323.2,6.46,316.74
OI002559,ORD00940,P0246,3,1377.5,0.0,4132.5
OI002560,ORD00940,P0214,1,13761.5,0.0,13761.5
OI002561,ORD00941,P0397,1,468.75,9.38,459.37
OI002562,ORD00941,P0067,1,270.0,0.0,270.0
OI002563,ORD00942,P0035,1,34218.0,1710.9,32507.1
OI002564,ORD00943,P0333,1,11480.0,229.6,11250.4
OI002565,ORD00944,P0341,1,5664.0,283.2,5380.8
OI002566,ORD00945,P0192,2,129.5,12.95,246.05
OI002567,ORD00946,P0082,1,61.0,0.0,61.0
OI002568,ORD00946,P0306,3,1472.0,220.8,4195.2
OI002569,ORD00946,P0174,3,312.8,0.0,938.4
OI002570,ORD00946,P0197,2,472.0,47.2,896.8
OI002571,ORD00946,P0158,3,2362.5,0.0,7087.5
OI002572,ORD00947,P0306,2,1472.0,0.0,2944.0
OI002573,ORD00947,P0004,3,4395.0,263.7,12921.3
OI002574,ORD00947,P0234,1,4290.0,214.5,4075.5
OI002575,ORD00948,P0073,2,43839.0,1753.56,85924.44
OI002576,ORD00948,P0102,3,509.0,0.0,1527.0
OI002577,ORD00948,P0085,1,2812.0,56.24,2755.76
OI002578,ORD00948,P0298,1,312.2,0.0,312.2
OI002579,ORD00949,P0399,1,295.0,0.0,295.0
OI002580,ORD00950,P0374,3,1995.0,0.0,5985.0
OI002581,ORD00950,P0098,1,739.8,0.0,739.8
OI002582,ORD00951,P0044,2,11970.0,478.8,23461.2
OI002583,ORD00951,P0378,3,1246.95,187.04,3553.81
OI002584,ORD00951,P0344,1,10850.0,0.0,10850.0
OI002585,ORD00951,P0398,3,24984.0,0.0,74952.0
OI002586,ORD00951,P0399,2,295.0,29.5,560.5
OI002587,ORD00952,P0322,1,8527.5,0.0,8527.5
OI002588,ORD00952,P0389,1,3884.5,0.0,3884.5
OI002589,ORD00953,P0322,2,8527.5,852.75,16202.25
OI002590,ORD00953,P0087,3,927.0,0.0,2781.0
OI002591,ORD00953,P0208,1,8140.0,0.0,8140.0
OI002592,ORD00954,P0217,3,197.1,11.83,579.47
OI002593,ORD00954,P0342,3,194.65,11.68,572.27
OI002594,ORD00955,P0047,3,3654.0,219.24,10742.76
OI002595,ORD00955,P0269,2,496.0,0.0,992.0
OI002596,ORD00956,P0168,1,8036.0,0.0,8036.0
OI002597,ORD00956,P0293,2,1341.0,0.0,2682.0
OI002598,ORD00956,P0121,1,1665.0,83.25,1581.75
OI002599,ORD00957,P0004,1,4395.0,0.0,4395.0
OI002600,ORD00957,P0321,2,170.4,0.0,340.8
OI002601,ORD00958,P0121,1,1665.0,0.0,1665.0
OI002602,ORD00959,P0261,3,6880.0,0.0,20640.0
OI002603,ORD00959,P0009,3,14017.5,2102.62,39949.88
OI002604,ORD00960,P0109,2,1809.0,0.0,3618.0
OI002605,ORD00960,P0150,1,201.0,4.02,196.98
OI002606,ORD00960,P0016,3,2751.0,0.0,8253.0
OI002607,ORD00961,P0273,2,1872.0,0.0,3744.0
OI002608,ORD00961,P0291,1,2282.0,0.0,2282.0
OI002609,ORD00961,P0034,2,2646.0,0.0,5292.0
OI002610,ORD00961,P0085,2,2812.0,112.48,5511.52
OI002611,ORD00962,P0216,2,2160.0,216.0,4104.0
OI002612,ORD00963,P0355,1,478.0,0.0,478.0
OI002613,ORD00963,P0111,3,6165.0,369.9,18125.1
OI002614,ORD00963,P0104,2,1100.8,0.0,2201.6
OI002615,ORD00964,P0265,3,40815.0,0.0,122445.0
OI002616,ORD00964,P0395,1,1710.0,0.0,1710.0
OI002617,ORD00964,P0335,2,323.2,32.32,614.08
OI002618,ORD00964,P0309,2,4870.0,487.0,9253.0
OI002619,ORD00964,P0377,3,1716.0,0.0,5148.0
OI002620,ORD00965,P0024,3,587.7,88.16,1674.94
OI002621,ORD00965,P0065,2,6460.0,0.0,12920.0
OI002622,ORD00965,P0010,3,11568.0,1735.2,32968.8
OI002623,ORD00965,P0235,1,1960.0,39.2,1920.8
OI002624,ORD00965,P0227,1,307.8,0.0,307.8
OI002625,ORD00966,P0332,2,32277.0,1291.08,63262.92
OI002626,ORD00966,P0042,1,485.45,9.71,475.74
OI002627,ORD00966,P0159,2,11007.5,440.3,21574.7
OI002628,ORD00967,P0098,3,739.8,0.0,2219.4
OI002629,ORD00968,P0152,2,726.75,29.07,1424.43
OI002630,ORD00969,P0308,1,6842.5,136.85,6705.65
OI002631,ORD00970,P0315,2,582.3,0.0,1164.6
OI002632,ORD00971,P0269,3,496.0,0.0,1488.0
OI002633,ORD00971,P0230,2,112208.0,0.0,224416.0
OI002634,ORD00971,P0251,3,25200.0,0.0,75600.0
OI002635,ORD00971,P0209,2,8016.0,0.0,16032.0
OI002636,ORD00972,P0176,1,55928.0,0.0,55928.0
OI002637,ORD00972,P0215,2,12010.5,480.42,23540.58
OI002638,ORD00972,P0037,1,2619.0,130.95,2488.05
OI002639,ORD00973,P0358,1,1111.0,0.0,1111.0
OI002640,ORD00973,P0228,3,113667.5,0.0,341002.5
OI002641,ORD00973,P0075,3,2147.0,0.0,6441.0
OI002642,ORD00973,P0225,1,2412.0,0.0,2412.0
OI002643,ORD00974,P0052,3,596.7,89.51,1700.59
OI002644,ORD00974,P0095,3,28323.0,1699.38,83269.62
OI002645,ORD00975,P0139,3,2590.0,155.4,7614.6
OI002646,ORD00975,P0097,2,2859.5,114.38,5604.62
OI002647,ORD00976,P0159,2,11007.5,0.0,22015.0
OI002648,ORD00977,P0138,1,794.0,0.0,794.0
OI002649,ORD00977,P0147,1,23805.0,1190.25,22614.75
OI002650,ORD00977,P0134,2,12300.0,492.0,24108.0
OI002651,ORD00978,P0078,3,765.0,114.75,2180.25
OI002652,ORD00978,P0247,1,6405.0,0.0,6405.0
OI002653,ORD00979,P0106,2,1952.0,0.0,3904.0
OI002654,ORD00979,P0112,3,1026.0,153.9,2924.1
OI002655,ORD00980,P0174,3,312.8,0.0,938.4
OI002656,ORD00980,P0224,3,44082.0,0.0,132246.0
OI002657,ORD00980,P0239,2,281.6,28.16,535.04
OI002658,ORD00981,P0294,1,315.9,6.32,309.58
OI002659,ORD00982,P0158,3,2362.5,0.0,7087.5
OI002660,ORD00982,P0179,3,3315.0,0.0,9945.0
OI002661,ORD00983,P0069,1,380.0,0.0,380.0
OI002662,ORD00983,P0191,3,821.75,0.0,2465.25
OI002663,ORD00983,P0166,1,2070.0,0.0,2070.0
OI002664,ORD00983,P0275,1,42363.0,0.0,42363.0
OI002665,ORD00983,P0222,3,441.0,0.0,1323.0
OI002666,ORD00984,P0342,1,194.65,0.0,194.65
OI002667,ORD00984,P0117,1,196.2,0.0,196.2
OI002668,ORD00984,P0091,2,184.0,0.0,368.0
OI002669,ORD00984,P0346,3,927.0,0.0,2781.0
OI002670,ORD00984,P0355,2,478.0,47.8,908.2
OI002671,ORD00985,P0342,3,194.65,11.68,572.27
OI002672,ORD00986,P0282,3,7600.0,0.0,22800.0
OI002673,ORD00987,P0360,1,370.4,0.0,370.4
OI002674,ORD00987,P0325,2,3390.0,0.0,6780.0
OI002675,ORD00988,P0380,2,23597.0,0.0,47194.0
OI002676,ORD00988,P0278,3,396.1,0.0,1188.3
OI002677,ORD00989,P0393,2,472.0,0.0,944.0
OI002678,ORD00989,P0231,3,2061.5,0.0,6184.5
OI002679,ORD00989,P0359,2,16920.0,0.0,33840.0
OI002680,ORD00990,P0202,2,801.0,32.04,1569.96
OI002681,ORD00990,P0231,3,2061.5,0.0,6184.5
OI002682,ORD00991,P0103,1,24800.0,496.0,24304.0
OI002683,ORD00991,P0033,3,30405.0,4560.75,86654.25
OI002684,ORD00991,P0168,3,8036.0,0.0,24108.0
OI002685,ORD00991,P0328,2,805.0,0.0,1610.0
OI002686,ORD00992,P0286,2,3915.0,391.5,7438.5
OI002687,ORD00992,P0159,2,11007.5,0.0,22015.0
OI002688,ORD00992,P0120,3,9603.0,0.0,28809.0
OI002689,ORD00992,P0362,2,9486.0,0.0,18972.0
OI002690,ORD00993,P0130,1,4100.0,82.0,4018.0
OI002691,ORD00993,P0134,3,12300.0,0.0,36900.0
OI002692,ORD00993,P0216,2,2160.0,86.4,4233.6
OI002693,ORD00994,P0029,2,102.6,4.1,201.1
OI002694,ORD00994,P0320,1,39358.5,787.17,38571.33
OI002695,ORD00994,P0126,2,7938.0,0.0,15876.0
OI002696,ORD00995,P0109,3,1809.0,0.0,5427.0
OI002697,ORD00995,P0112,2,1026.0,41.04,2010.96
OI002698,ORD00995,P0205,3,1770.0,265.5,5044.5
OI002699,ORD00996,P0034,2,2646.0,105.84,5186.16
OI002700,ORD00996,P0151,2,7542.0,0.0,15084.0
OI002701,ORD00997,P0222,2,441.0,44.1,837.9
OI002702,ORD00997,P0343,1,279.2,0.0,279.2
OI002703,ORD00997,P0132,3,876.35,0.0,2629.05
OI002704,ORD00997,P0156,3,5500.5,825.08,15676.42
OI002705,ORD00997,P0067,2,270.0,0.0,540.0
OI002706,ORD00998,P0268,1,12320.0,246.4,12073.6
OI002707,ORD00998,P0207,3,6867.0,0.0,20601.0
OI002708,ORD00999,P0081,1,700.0,0.0,700.0
OI002709,ORD00999,P0121,3,1665.0,0.0,4995.0
OI002710,ORD00999,P0353,3,782.0,0.0,2346.0
OI002711,ORD01000,P0371,3,2180.0,0.0,6540.0
OI002712,ORD01000,P0161,1,649.6,32.48,617.12
OI002713,ORD01000,P0159,1,11007.5,0.0,11007.5
OI002714,ORD01000,P0042,1,485.45,24.27,461.18
OI002715,ORD01000,P0270,2,2265.0,0.0,4530.0
OI002716,ORD01001,P0156,2,5500.5,0.0,11001.0
OI002717,ORD01001,P0318,2,57978.0,0.0,115956.0
OI002718,ORD01001,P0116,1,1162.8,23.26,1139.54
OI002719,ORD01001,P0383,1,39427.5,0.0,39427.5
OI002720,ORD01001,P0131,1,20205.0,1010.25,19194.75
OI002721,ORD01002,P0247,3,6405.0,0.0,19215.0
OI002722,ORD01002,P0211,2,1030.0,0.0,2060.0
OI002723,ORD01003,P0372,1,6732.0,0.0,6732.0
OI002724,ORD01003,P0044,3,11970.0,718.2,35191.8
OI002725,ORD01004,P0314,3,1599.7,0.0,4799.1
OI002726,ORD01005,P0325,3,3390.0,0.0,10170.0
OI002727,ORD01005,P0282,2,7600.0,760.0,14440.0
OI002728,ORD01006,P0248,3,16444.5,0.0,49333.5
OI002729,ORD01006,P0052,3,596.7,0.0,1790.1
OI002730,ORD01006,P0264,1,3980.0,0.0,3980.0
OI002731,ORD01007,P0264,2,3980.0,0.0,7960.0
OI002732,ORD01007,P0308,1,6842.5,342.12,6500.38
OI002733,ORD01007,P0057,1,1809.0,0.0,1809.0
OI002734,ORD01007,P0104,2,1100.8,44.03,2157.57
OI002735,ORD01008,P0334,3,408.6,61.29,1164.51
OI002736,ORD01008,P0061,2,2394.0,0.0,4788.0
OI002737,ORD01008,P0198,1,385.0,0.0,385.0
OI002738,ORD01009,P0360,1,370.4,0.0,370.4
OI002739,ORD01010,P0117,2,196.2,7.85,384.55
OI002740,ORD01010,P0386,3,981.75,0.0,2945.25
OI002741,ORD01010,P0101,2,461.3,0.0,922.6
OI002742,ORD01010,P0352,2,98775.0,0.0,197550.0
OI002743,ORD01010,P0197,3,472.0,0.0,1416.0
OI002744,ORD01011,P0195,1,1255.0,25.1,1229.9
OI002745,ORD01011,P0305,2,11367.0,0.0,22734.0
OI002746,ORD01012,P0066,3,21582.0,0.0,64746.0
OI002747,ORD01012,P0250,3,290.4,0.0,871.2
OI002748,ORD01012,P0339,1,1422.4,0.0,1422.4
OI002749,ORD01012,P0348,2,12978.0,519.12,25436.88
OI002750,ORD01013,P0367,3,180.75,0.0,542.25
OI002751,ORD01013,P0340,3,7880.0,0.0,23640.0
OI002752,ORD01014,P0126,1,7938.0,0.0,7938.0
OI002753,ORD01015,P0082,1,61.0,0.0,61.0
OI002754,ORD01016,P0268,1,12320.0,616.0,11704.0
OI002755,ORD01016,P0293,1,1341.0,67.05,1273.95
OI002756,ORD01016,P0212,3,424.8,0.0,1274.4
OI002757,ORD01017,P0325,2,3390.0,135.6,6644.4
OI002758,ORD01018,P0001,1,261.0,13.05,247.95
OI002759,ORD01018,P0152,3,726.75,0.0,2180.25
OI002760,ORD01018,P0116,3,1162.8,0.0,3488.4
OI002761,ORD01018,P0375,1,2466.0,0.0,2466.0
OI002762,ORD01019,P0391,3,2916.0,0.0,8748.0
OI002763,ORD01019,P0019,3,748.0,0.0,2244.0
OI002764,ORD01020,P0181,2,177.0,17.7,336.3
OI002765,ORD01020,P0239,1,281.6,0.0,281.6
OI002766,ORD01021,P0319,1,3672.0,183.6,3488.4
OI002767,ORD01021,P0206,1,774.0,15.48,758.52
OI002768,ORD01021,P0047,1,3654.0,0.0,3654.0
OI002769,ORD01022,P0079,1,513.95,10.28,503.67
OI002770,ORD01022,P0165,1,2259.0,0.0,2259.0
OI002771,ORD01022,P0113,2,498.0,0.0,996.0
OI002772,ORD01023,P0030,2,452.7,0.0,905.4
OI002773,ORD01023,P0045,3,2888.0,0.0,8664.0
OI002774,ORD01024,P0217,1,197.1,9.86,187.24
OI002775,ORD01024,P0332,1,32277.0,1613.85,30663.15
OI002776,ORD01024,P0325,1,3390.0,169.5,3220.5
OI002777,ORD01024,P0095,1,28323.0,0.0,28323.0
OI002778,ORD01024,P0195,2,1255.0,0.0,2510.0
OI002779,ORD01025,P0273,2,1872.0,0.0,3744.0
OI002780,ORD01025,P0230,1,112208.0,2244.16,109963.84
OI002781,ORD01025,P0328,3,805.0,0.0,2415.0
OI002782,ORD01026,P0052,3,596.7,0.0,1790.1
OI002783,ORD01026,P0317,3,720.0,0.0,2160.0
OI002784,ORD01027,P0141,3,74679.5,0.0,224038.5
OI002785,ORD01028,P0160,1,329.4,0.0,329.4
OI002786,ORD01028,P0055,2,7923.0,0.0,15846.0
OI002787,ORD01029,P0276,3,36247.5,2174.85,106567.65
OI002788,ORD01029,P0101,2,461.3,0.0,922.6
OI002789,ORD01030,P0156,1,5500.5,0.0,5500.5
OI002790,ORD01031,P0231,3,2061.5,309.23,5875.27
OI002791,ORD01031,P0255,3,56373.0,0.0,169119.0
OI002792,ORD01032,P0373,3,11673.0,700.38,34318.62
OI002793,ORD01032,P0345,2,1413.6,56.54,2770.66
OI002794,ORD01032,P0320,3,39358.5,0.0,118075.5
OI002795,ORD01033,P0127,2,2488.0,248.8,4727.2
OI002796,ORD01033,P0059,2,1367.1,0.0,2734.2
OI002797,ORD01033,P0229,2,5392.5,0.0,10785.0
OI002798,ORD01033,P0278,1,396.1,0.0,396.1
OI002799,ORD01033,P0029,3,102.6,0.0,307.8
OI002800,ORD01034,P0047,3,3654.0,548.1,10413.9
OI002801,ORD01035,P0279,1,256.5,12.83,243.67
OI002802,ORD01035,P0305,1,11367.0,0.0,11367.0
OI002803,ORD01036,P0153,3,792.4,0.0,2377.2
OI002804,ORD01036,P0187,3,2135.0,0.0,6405.0
OI002805,ORD01037,P0241,3,117.6,0.0,352.8
OI002806,ORD01037,P0215,3,12010.5,720.63,35310.87
OI002807,ORD01038,P0187,2,2135.0,0.0,4270.0
OI002808,ORD01038,P0233,1,400.5,8.01,392.49
OI002809,ORD01038,P0262,1,827.25,0.0,827.25
OI002810,ORD01039,P0307,2,1269.0,0.0,2538.0
OI002811,ORD01039,P0058,3,4869.0,292.14,14314.86
OI002812,ORD01039,P0367,3,180.75,10.85,531.4
OI002813,ORD01039,P0276,3,36247.5,2174.85,106567.65
OI002814,ORD01040,P0176,2,55928.0,0.0,111856.0
OI002815,ORD01040,P0010,2,11568.0,1156.8,21979.2
OI002816,ORD01040,P0078,3,765.0,0.0,2295.0
OI002817,ORD01040,P0358,3,1111.0,66.66,3266.34
OI002818,ORD01040,P0095,2,28323.0,0.0,56646.0
OI002819,ORD01041,P0285,2,870.0,34.8,1705.2
OI002820,ORD01041,P0251,2,25200.0,0.0,50400.0
OI002821,ORD01041,P0233,3,400.5,0.0,1201.5
OI002822,ORD01041,P0357,1,7182.5,0.0,7182.5
OI002823,ORD01042,P0085,3,2812.0,0.0,8436.0
OI002824,ORD01042,P0370,3,1501.0,225.15,4277.85
OI002825,ORD01043,P0351,2,922.5,36.9,1808.1
OI002826,ORD01043,P0047,1,3654.0,182.7,3471.3
OI002827,ORD01043,P0179,3,3315.0,0.0,9945.0
OI002828,ORD01044,P0280,2,7132.5,713.25,13551.75
OI002829,ORD01045,P0103,3,24800.0,1488.0,72912.0
OI002830,ORD01046,P0250,1,290.4,0.0,290.4
OI002831,ORD01046,P0260,3,352.0,0.0,1056.0
OI002832,ORD01047,P0195,1,1255.0,0.0,1255.0
OI002833,ORD01047,P0244,1,24093.0,0.0,24093.0
OI002834,ORD01047,P0323,2,3876.0,155.04,7596.96
OI002835,ORD01048,P0124,2,48142.5,4814.25,91470.75
OI002836,ORD01048,P0400,1,11276.5,0.0,11276.5
OI002837,ORD01048,P0396,2,50100.0,0.0,100200.0
OI002838,ORD01049,P0106,3,1952.0,117.12,5738.88
OI002839,ORD01049,P0350,1,18711.0,0.0,18711.0
OI002840,ORD01050,P0398,1,24984.0,0.0,24984.0
OI002841,ORD01051,P0369,2,10773.0,1077.3,20468.7
OI002842,ORD01052,P0071,1,11925.0,0.0,11925.0
OI002843,ORD01052,P0137,3,4372.5,262.35,12855.15
OI002844,ORD01053,P0221,3,7038.0,1055.7,20058.3
OI002845,ORD01054,P0096,1,26621.0,0.0,26621.0
OI002846,ORD01054,P0050,1,66460.0,1329.2,65130.8
OI002847,ORD01054,P0302,2,1929.5,0.0,3859.0
OI002848,ORD01054,P0199,2,7791.0,0.0,15582.0
OI002849,ORD01054,P0062,3,12901.0,0.0,38703.0
OI002850,ORD01055,P0197,2,472.0,0.0,944.0
OI002851,ORD01055,P0038,2,1213.15,0.0,2426.3
OI002852,ORD01056,P0005,1,493.5,0.0,493.5
OI002853,ORD01056,P0182,2,491.0,0.0,982.0
OI002854,ORD01056,P0294,1,315.9,0.0,315.9
OI002855,ORD01056,P0263,2,1287.0,128.7,2445.3
OI002856,ORD01057,P0076,2,13450.0,1345.0,25555.0
OI002857,ORD01057,P0313,2,914.85,0.0,1829.7
OI002858,ORD01057,P0111,1,6165.0,0.0,6165.0
OI002859,ORD01058,P0377,3,1716.0,257.4,4890.6
