review_id,product_id,user_id,rating,review_title,review_text,sentiment,review_date,verified_purchase
REV00790,P0092,U0409,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2026-04-17,TRUE
REV00791,P0295,U0268,3,Okay for the price,"Good for the price, but there is room for improvement.",Neutral,2026-08-02,FALSE
REV00792,P0127,U0070,4,Superb build quality,"Perfect for daily use, sturdy and reliable.",Positive,2025-11-01,TRUE
REV00793,P0081,U0175,3,Could be better,"It's okay, not the best but not the worst either.",Neutral,2026-03-10,TRUE
REV00794,P0167,U0143,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-01-09,TRUE
REV00795,P0160,U0220,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2026-03-08,TRUE
REV00796,P0065,U0143,5,Excellent quality,"Perfect for daily use, sturdy and reliable.",Positive,2026-01-13,TRUE
REV00797,P0252,U0395,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2026-08-03,TRUE
REV00798,P0192,U0244,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-04-16,TRUE
REV00799,P0032,U0028,2,Waste of money,"Overpriced for the quality offered, expected better.",Negative,2026-06-05,TRUE
REV00800,P0393,U0128,4,Highly recommended,"Worth every rupee, quality exceeded my expectations.",Positive,2025-10-26,TRUE
REV00801,P0369,U0017,4,Superb build quality,"Great value for money, exactly as described.",Positive,2025-10-28,TRUE
REV00802,P0083,U0287,3,Could be better,"It's okay, not the best but not the worst either.",Neutral,2026-07-28,TRUE
REV00803,P0057,U0330,3,Could be better,"Average product, does the job but nothing special.",Neutral,2024-11-22,TRUE
REV00804,P0209,U0048,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2026-06-24,TRUE
REV00805,P0048,U0102,4,Great purchase,Very satisfied with the build quality and finish.,Positive,2026-03-06,TRUE
REV00806,P0379,U0182,4,Worth every rupee,"Great value for money, exactly as described.",Positive,2025-07-08,TRUE
REV00807,P0229,U0216,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-03-19,TRUE
REV00808,P0012,U0245,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-05-07,TRUE
REV00809,P0166,U0169,4,Loved it!,Very satisfied with the build quality and finish.,Positive,2026-06-25,TRUE
REV00810,P0306,U0493,5,Great purchase,"Great value for money, exactly as described.",Positive,2026-04-22,TRUE
REV00811,P0108,U0090,5,Superb build quality,"Superb product, using it daily without any issues.",Positive,2025-12-14,TRUE
REV00812,P0341,U0138,4,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-02-28,TRUE
REV00813,P0021,U0039,4,Excellent quality,"Superb product, using it daily without any issues.",Positive,2026-05-01,TRUE
REV00814,P0161,U0187,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-03-30,TRUE
REV00815,P0391,U0127,3,Decent,"Decent quality, meets basic expectations.",Neutral,2025-12-22,FALSE
REV00816,P0013,U0356,5,Excellent quality,"Great value for money, exactly as described.",Positive,2025-11-29,TRUE
REV00817,P0344,U0126,4,Loved it!,Very satisfied with the build quality and finish.,Positive,2025-04-17,TRUE
REV00818,P0081,U0160,4,Amazing product!,"Superb product, using it daily without any issues.",Positive,2026-04-24,TRUE
REV00819,P0112,U0093,4,Highly recommended,"Perfect for daily use, sturdy and reliable.",Positive,2025-11-16,TRUE
REV00820,P0045,U0364,4,Excellent quality,Very satisfied with the build quality and finish.,Positive,2025-06-28,TRUE
REV00821,P0370,U0013,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-03-05,TRUE
REV00822,P0128,U0177,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2025-06-15,TRUE
REV00823,P0070,U0367,5,Excellent quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-02-15,FALSE
REV00824,P0378,U0244,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2026-05-07,TRUE
REV00825,P0013,U0028,4,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-07-07,TRUE
REV00826,P0089,U0424,3,Could be better,"It's okay, not the best but not the worst either.",Neutral,2026-08-03,TRUE
REV00827,P0301,U0169,4,Worth every rupee,"Great value for money, exactly as described.",Positive,2025-06-16,TRUE
REV00828,P0397,U0288,5,Worth every rupee,"Excellent quality and fast delivery, will buy again.",Positive,2026-08-06,TRUE
REV00829,P0088,U0045,3,Average product,"Decent quality, meets basic expectations.",Neutral,2026-07-28,TRUE
REV00830,P0297,U0200,4,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-08-04,TRUE
REV00831,P0100,U0424,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-08-02,TRUE
REV00832,P0367,U0077,3,Decent,"Average product, does the job but nothing special.",Neutral,2026-04-17,TRUE
REV00833,P0012,U0347,4,Worth every rupee,"Great value for money, exactly as described.",Positive,2026-07-01,TRUE
REV00834,P0156,U0054,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2026-06-07,TRUE
REV00835,P0240,U0095,4,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-29,TRUE
REV00836,P0103,U0350,4,Amazing product!,"Perfect for daily use, sturdy and reliable.",Positive,2025-12-14,TRUE
REV00837,P0391,U0099,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2025-10-06,TRUE
REV00838,P0004,U0431,3,Average product,"Decent quality, meets basic expectations.",Neutral,2026-04-10,TRUE
REV00839,P0138,U0310,4,Superb build quality,"Great value for money, exactly as described.",Positive,2026-08-04,TRUE
REV00840,P0289,U0142,5,Best in this price range,Very satisfied with the build quality and finish.,Positive,2026-05-15,TRUE
REV00841,P0332,U0225,4,Worth every rupee,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-16,FALSE
REV00842,P0259,U0062,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-07-11,TRUE
REV00843,P0261,U0104,4,Worth every rupee,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-02-06,TRUE
REV00844,P0237,U0154,4,Worth every rupee,"Superb product, using it daily without any issues.",Positive,2026-05-31,TRUE
REV00845,P0125,U0319,3,Okay for the price,"Average product, does the job but nothing special.",Neutral,2026-08-06,TRUE
REV00846,P0211,U0174,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2025-03-08,TRUE
REV00847,P0206,U0087,5,Best in this price range,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-21,TRUE
REV00848,P0318,U0368,5,Worth every rupee,"Superb product, using it daily without any issues.",Positive,2025-10-08,TRUE
REV00849,P0186,U0319,3,Average product,"Decent quality, meets basic expectations.",Neutral,2026-08-06,TRUE
REV00850,P0295,U0483,5,Great purchase,"Excellent quality and fast delivery, will buy again.",Positive,2025-07-24,TRUE
REV00851,P0099,U0043,4,Highly recommended,"Worth every rupee, quality exceeded my expectations.",Positive,2026-05-02,FALSE
REV00852,P0192,U0188,5,Excellent quality,Very satisfied with the build quality and finish.,Positive,2024-09-06,TRUE
REV00853,P0370,U0224,4,Best in this price range,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-07-20,TRUE
REV00854,P0124,U0231,3,Average product,"Average product, does the job but nothing special.",Neutral,2026-05-10,TRUE
REV00855,P0029,U0412,3,Average product,"Decent quality, meets basic expectations.",Neutral,2025-10-07,TRUE
REV00856,P0326,U0313,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-08-06,TRUE
REV00857,P0354,U0263,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2025-10-19,TRUE
REV00858,P0239,U0101,4,Worth every rupee,"Superb product, using it daily without any issues.",Positive,2025-11-09,TRUE
REV00859,P0026,U0188,5,Superb build quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-11-18,FALSE
REV00860,P0043,U0199,4,Superb build quality,"Superb product, using it daily without any issues.",Positive,2026-05-06,TRUE
REV00861,P0358,U0047,5,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2026-04-23,TRUE
REV00862,P0223,U0332,4,Great purchase,"Excellent quality and fast delivery, will buy again.",Positive,2025-08-11,TRUE
REV00863,P0199,U0192,4,Worth every rupee,"Excellent quality and fast delivery, will buy again.",Positive,2026-05-18,TRUE
REV00864,P0271,U0444,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2026-04-19,TRUE
REV00865,P0233,U0112,3,Average product,"Decent quality, meets basic expectations.",Neutral,2026-04-30,FALSE
REV00866,P0197,U0084,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-08-08,FALSE
REV00867,P0380,U0104,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-03-11,TRUE
REV00868,P0159,U0330,5,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2026-02-20,TRUE
REV00869,P0345,U0372,5,Superb build quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-04-10,FALSE
REV00870,P0243,U0225,5,Highly recommended,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-09,TRUE
REV00871,P0376,U0263,3,Decent,"Average product, does the job but nothing special.",Neutral,2026-02-23,TRUE
REV00872,P0382,U0379,4,Highly recommended,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-04-26,TRUE
REV00873,P0240,U0328,3,Decent,"Average product, does the job but nothing special.",Neutral,2026-05-09,TRUE
REV00874,P0259,U0286,3,Average product,"Decent quality, meets basic expectations.",Neutral,2025-10-25,TRUE
REV00875,P0306,U0409,4,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2026-05-14,TRUE
REV00876,P0219,U0043,4,Best in this price range,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-04-17,TRUE
REV00877,P0307,U0156,4,Best in this price range,Very satisfied with the build quality and finish.,Positive,2025-12-23,TRUE
REV00878,P0154,U0329,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2026-05-13,TRUE
REV00879,P0229,U0113,4,Excellent quality,"Perfect for daily use, sturdy and reliable.",Positive,2026-06-12,TRUE
REV00880,P0196,U0069,4,Loved it!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-02-19,TRUE
REV00881,P0051,U0210,4,Great purchase,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-04-14,TRUE
REV00882,P0315,U0424,4,Amazing product!,"Worth every rupee, quality exceeded my expectations.",Positive,2026-08-03,TRUE
REV00883,P0386,U0200,5,Excellent quality,"Great value for money, exactly as described.",Positive,2026-04-22,TRUE
REV00884,P0245,U0259,3,Average product,"Average product, does the job but nothing special.",Neutral,2025-06-02,TRUE
REV00885,P0150,U0002,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-03-23,TRUE
REV00886,P0230,U0330,4,Great purchase,Very satisfied with the build quality and finish.,Positive,2024-12-08,TRUE
REV00887,P0337,U0189,5,Loved it!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-04-08,TRUE
REV00888,P0067,U0113,2,Not worth it,"Overpriced for the quality offered, expected better.",Negative,2025-09-22,FALSE
REV00889,P0244,U0324,4,Highly recommended,Very satisfied with the build quality and finish.,Positive,2026-04-16,TRUE
REV00890,P0286,U0130,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2025-11-09,TRUE
REV00891,P0193,U0303,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-07-29,TRUE
REV00892,P0089,U0323,2,Below expectations,"Packaging was damaged when it arrived, quality control issue.",Negative,2026-07-04,TRUE
REV00893,P0355,U0484,4,Loved it!,"Superb product, using it daily without any issues.",Positive,2025-12-20,TRUE
REV00894,P0051,U0448,4,Amazing product!,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-25,TRUE
REV00895,P0039,U0442,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-04-20,TRUE
REV00896,P0035,U0351,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-28,TRUE
REV00897,P0296,U0060,4,Excellent quality,"Superb product, using it daily without any issues.",Positive,2026-06-10,TRUE
REV00898,P0234,U0465,4,Best in this price range,"Worth every rupee, quality exceeded my expectations.",Positive,2025-11-25,TRUE
REV00899,P0316,U0417,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-02-26,TRUE
REV00900,P0282,U0116,4,Highly recommended,"Excellent quality and fast delivery, will buy again.",Positive,2025-11-27,FALSE
REV00901,P0074,U0261,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2026-05-24,TRUE
REV00902,P0076,U0377,3,Okay for the price,"Average product, does the job but nothing special.",Neutral,2026-07-22,FALSE
REV00903,P0372,U0123,4,Worth every rupee,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-06-27,TRUE
REV00904,P0320,U0310,3,Average product,"Average product, does the job but nothing special.",Neutral,2026-07-22,TRUE
REV00905,P0332,U0093,4,Best in this price range,"Excellent quality and fast delivery, will buy again.",Positive,2026-01-27,TRUE
REV00906,P0192,U0132,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2025-10-15,TRUE
REV00907,P0214,U0110,4,Superb build quality,"Worth every rupee, quality exceeded my expectations.",Positive,2026-05-19,TRUE
REV00908,P0397,U0188,4,Superb build quality,"Worth every rupee, quality exceeded my expectations.",Positive,2025-12-29,TRUE
REV00909,P0167,U0470,3,Decent,"Decent quality, meets basic expectations.",Neutral,2026-01-29,TRUE
REV00910,P0096,U0373,5,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-08-06,TRUE
REV00911,P0356,U0246,2,Disappointed,"Not as described, quite disappointed with this purchase.",Negative,2026-06-19,TRUE
REV00912,P0171,U0104,4,Excellent quality,Very satisfied with the build quality and finish.,Positive,2025-09-17,TRUE
REV00913,P0242,U0093,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2025-09-09,TRUE
REV00914,P0092,U0387,4,Worth every rupee,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-02-17,TRUE
REV00915,P0014,U0064,5,Loved it!,Very satisfied with the build quality and finish.,Positive,2026-01-01,TRUE
REV00916,P0092,U0373,3,Average product,"Average product, does the job but nothing special.",Neutral,2026-02-28,TRUE
REV00917,P0008,U0075,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-04-28,TRUE
REV00918,P0214,U0123,4,Worth every rupee,"Superb product, using it daily without any issues.",Positive,2026-04-25,TRUE
REV00919,P0373,U0074,4,Excellent quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-05-17,TRUE
REV00920,P0255,U0033,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-03-10,TRUE
REV00921,P0315,U0160,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-08-04,TRUE
REV00922,P0397,U0025,4,Best in this price range,"Superb product, using it daily without any issues.",Positive,2026-07-11,TRUE
REV00923,P0096,U0313,4,Worth every rupee,Very satisfied with the build quality and finish.,Positive,2026-08-04,FALSE
REV00924,P0019,U0387,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2025-11-13,TRUE
REV00925,P0155,U0060,4,Best in this price range,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-04-04,TRUE
REV00926,P0146,U0261,4,Highly recommended,"Perfect for daily use, sturdy and reliable.",Positive,2026-05-05,TRUE
REV00927,P0139,U0343,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-07-14,FALSE
REV00928,P0111,U0244,5,Highly recommended,"Perfect for daily use, sturdy and reliable.",Positive,2025-04-05,TRUE
REV00929,P0342,U0290,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-07-18,TRUE
REV00930,P0063,U0022,5,Superb build quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-06-17,FALSE
REV00931,P0299,U0308,4,Highly recommended,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-15,TRUE
REV00932,P0257,U0115,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2026-04-30,TRUE
REV00933,P0041,U0367,2,Disappointed,"Very poor build quality, broke within a week.",Negative,2024-09-26,TRUE
REV00934,P0055,U0130,2,Below expectations,"Very poor build quality, broke within a week.",Negative,2026-05-30,TRUE
REV00935,P0075,U0192,3,Decent,"Decent quality, meets basic expectations.",Neutral,2025-09-11,TRUE
REV00936,P0285,U0181,4,Loved it!,"Perfect for daily use, sturdy and reliable.",Positive,2025-07-01,TRUE
REV00937,P0096,U0324,5,Loved it!,"Superb product, using it daily without any issues.",Positive,2026-02-21,TRUE
REV00938,P0374,U0070,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-02-03,TRUE
REV00939,P0009,U0070,5,Best in this price range,Very satisfied with the build quality and finish.,Positive,2026-03-13,TRUE
REV00940,P0262,U0206,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-03-21,TRUE
REV00941,P0149,U0279,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-05-01,TRUE
REV00942,P0066,U0478,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2025-11-03,TRUE
REV00943,P0180,U0251,4,Loved it!,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-12-08,TRUE
REV00944,P0214,U0484,4,Highly recommended,"Superb product, using it daily without any issues.",Positive,2026-02-22,TRUE
REV00945,P0090,U0115,4,Worth every rupee,Very satisfied with the build quality and finish.,Positive,2026-01-13,TRUE
REV00946,P0045,U0383,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-09-07,TRUE
REV00947,P0157,U0288,4,Loved it!,"Superb product, using it daily without any issues.",Positive,2025-06-10,FALSE
REV00948,P0376,U0022,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-02-14,TRUE
REV00949,P0347,U0279,3,Average product,"Decent quality, meets basic expectations.",Neutral,2025-11-15,TRUE
REV00950,P0260,U0479,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2025-06-02,TRUE
REV00951,P0049,U0192,5,Loved it!,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-05-14,FALSE
REV00952,P0019,U0095,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-11-29,TRUE
REV00953,P0331,U0141,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2025-10-08,TRUE
REV00954,P0315,U0069,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2025-07-11,TRUE
REV00955,P0037,U0423,3,Could be better,"Average product, does the job but nothing special.",Neutral,2026-03-13,TRUE
REV00956,P0273,U0293,4,Best in this price range,"Excellent quality and fast delivery, will buy again.",Positive,2026-08-04,TRUE
REV00957,P0280,U0267,4,Loved it!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-06-28,TRUE
REV00958,P0380,U0058,4,Loved it!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-02-28,TRUE
REV00959,P0383,U0331,4,Superb build quality,"Worth every rupee, quality exceeded my expectations.",Positive,2025-01-10,TRUE
REV00960,P0286,U0156,2,Disappointed,"Packaging was damaged when it arrived, quality control issue.",Negative,2025-08-25,TRUE
REV00961,P0146,U0267,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2025-06-05,FALSE
REV00962,P0328,U0138,3,Okay for the price,"Good for the price, but there is room for improvement.",Neutral,2025-08-10,TRUE
REV00963,P0275,U0419,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2025-08-31,TRUE
REV00964,P0362,U0169,4,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-05-18,TRUE
REV00965,P0172,U0099,4,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2026-05-23,TRUE
REV00966,P0384,U0094,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-06-09,TRUE
REV00967,P0096,U0083,5,Amazing product!,"Superb product, using it daily without any issues.",Positive,2026-06-23,TRUE
REV00968,P0049,U0015,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-05-20,TRUE
REV00969,P0329,U0394,4,Loved it!,"Perfect for daily use, sturdy and reliable.",Positive,2026-01-09,TRUE
REV00970,P0054,U0071,4,Amazing product!,"Worth every rupee, quality exceeded my expectations.",Positive,2026-02-22,TRUE
REV00971,P0283,U0442,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-07-26,TRUE
REV00972,P0159,U0247,5,Amazing product!,Very satisfied with the build quality and finish.,Positive,2025-08-29,TRUE
REV00973,P0176,U0485,4,Highly recommended,Very satisfied with the build quality and finish.,Positive,2026-05-18,TRUE
REV00974,P0203,U0087,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-12,TRUE
REV00975,P0298,U0135,3,Could be better,"Average product, does the job but nothing special.",Neutral,2026-01-20,TRUE
REV00976,P0054,U0019,3,Okay for the price,"Good for the price, but there is room for improvement.",Neutral,2026-07-18,TRUE
REV00977,P0125,U0299,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2025-11-09,TRUE
REV00978,P0380,U0043,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-04-03,TRUE
REV00979,P0192,U0480,4,Worth every rupee,Very satisfied with the build quality and finish.,Positive,2026-07-22,TRUE
REV00980,P0234,U0209,3,Average product,"Decent quality, meets basic expectations.",Neutral,2025-11-28,TRUE
REV00981,P0323,U0257,4,Superb build quality,"Superb product, using it daily without any issues.",Positive,2026-04-07,TRUE
REV00982,P0061,U0134,4,Highly recommended,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-12-25,FALSE
REV00983,P0084,U0353,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2024-11-21,TRUE
REV00984,P0025,U0383,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-10-26,TRUE
REV00985,P0339,U0058,4,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-10-30,TRUE
REV00986,P0364,U0324,4,Loved it!,Very satisfied with the build quality and finish.,Positive,2025-12-22,TRUE
REV00987,P0044,U0270,4,Excellent quality,"Perfect for daily use, sturdy and reliable.",Positive,2025-01-26,TRUE
REV00988,P0311,U0355,4,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-05-26,TRUE
REV00989,P0336,U0218,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-12-19,TRUE
REV00990,P0342,U0044,4,Excellent quality,Very satisfied with the build quality and finish.,Positive,2026-08-03,TRUE
REV00991,P0399,U0267,4,Highly recommended,"Superb product, using it daily without any issues.",Positive,2026-04-16,TRUE
REV00992,P0237,U0271,4,Worth every rupee,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-10-02,TRUE
REV00993,P0086,U0030,4,Loved it!,"Excellent quality and fast delivery, will buy again.",Positive,2026-05-12,TRUE
REV00994,P0003,U0306,5,Best in this price range,"Great value for money, exactly as described.",Positive,2026-04-07,TRUE
REV00995,P0340,U0043,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-02,TRUE
REV00996,P0035,U0399,4,Best in this price range,Very satisfied with the build quality and finish.,Positive,2026-03-05,TRUE
REV00997,P0152,U0044,5,Best in this price range,Very satisfied with the build quality and finish.,Positive,2026-06-23,TRUE
REV00998,P0332,U0242,3,Average product,"Decent quality, meets basic expectations.",Neutral,2026-03-19,FALSE
REV00999,P0120,U0259,4,Highly recommended,"Worth every rupee, quality exceeded my expectations.",Positive,2025-06-11,TRUE
REV01000,P0396,U0116,5,Excellent quality,"Superb product, using it daily without any issues.",Positive,2025-10-27,TRUE
REV01001,P0128,U0484,4,Great purchase,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-05-15,TRUE
REV01002,P0318,U0308,4,Amazing product!,"Perfect for daily use, sturdy and reliable.",Positive,2025-11-17,TRUE
REV01003,P0321,U0220,4,Superb build quality,"Superb product, using it daily without any issues.",Positive,2026-05-19,TRUE
REV01004,P0313,U0014,3,Okay for the price,"Average product, does the job but nothing special.",Neutral,2026-05-03,FALSE
REV01005,P0016,U0087,5,Best in this price range,"Superb product, using it daily without any issues.",Positive,2026-07-06,TRUE
REV01006,P0096,U0190,4,Best in this price range,"Excellent quality and fast delivery, will buy again.",Positive,2025-05-21,TRUE
REV01007,P0032,U0432,2,Disappointed,"Stopped working after a few days, would not recommend.",Negative,2025-09-27,TRUE
REV01008,P0331,U0121,4,Best in this price range,Very satisfied with the build quality and finish.,Positive,2025-04-10,TRUE
REV01009,P0341,U0286,5,Excellent quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-05-28,TRUE
REV01010,P0099,U0133,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-01-03,TRUE
REV01011,P0170,U0243,3,Could be better,"It's okay, not the best but not the worst either.",Neutral,2026-04-12,TRUE
REV01012,P0242,U0163,4,Loved it!,"Perfect for daily use, sturdy and reliable.",Positive,2026-05-24,TRUE
REV01013,P0304,U0042,4,Amazing product!,Very satisfied with the build quality and finish.,Positive,2026-08-04,TRUE
REV01014,P0172,U0422,4,Superb build quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-09-07,FALSE
REV01015,P0132,U0081,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2025-11-04,TRUE
REV01016,P0147,U0332,2,Not worth it,"Packaging was damaged when it arrived, quality control issue.",Negative,2026-01-29,FALSE
REV01017,P0099,U0175,5,Amazing product!,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-04-15,FALSE
REV01018,P0298,U0076,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-02-23,TRUE
REV01019,P0177,U0213,4,Worth every rupee,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-03-22,TRUE
REV01020,P0346,U0212,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2025-06-25,TRUE
REV01021,P0030,U0002,3,Could be better,"Average product, does the job but nothing special.",Neutral,2025-12-22,TRUE
REV01022,P0381,U0493,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-02-28,TRUE
REV01023,P0272,U0308,4,Best in this price range,"Excellent quality and fast delivery, will buy again.",Positive,2026-02-25,TRUE
REV01024,P0389,U0431,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-06-04,TRUE
REV01025,P0208,U0041,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-03-10,TRUE
REV01026,P0271,U0199,4,Excellent quality,"Perfect for daily use, sturdy and reliable.",Positive,2026-06-05,FALSE
REV01027,P0217,U0044,2,Not worth it,"Stopped working after a few days, would not recommend.",Negative,2026-04-17,TRUE
REV01028,P0065,U0128,4,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-07-16,TRUE
REV01029,P0096,U0235,4,Highly recommended,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-08-02,TRUE
REV01030,P0125,U0221,4,Loved it!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-07-25,TRUE
REV01031,P0141,U0357,4,Superb build quality,Very satisfied with the build quality and finish.,Positive,2026-07-04,TRUE
REV01032,P0332,U0384,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2026-07-31,TRUE
REV01033,P0096,U0189,5,Loved it!,Very satisfied with the build quality and finish.,Positive,2025-08-16,TRUE
REV01034,P0014,U0132,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-05-20,TRUE
REV01035,P0147,U0487,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2025-06-27,TRUE
REV01036,P0288,U0310,4,Excellent quality,Very satisfied with the build quality and finish.,Positive,2026-07-26,TRUE
REV01037,P0234,U0119,4,Highly recommended,"Great value for money, exactly as described.",Positive,2025-11-15,TRUE
REV01038,P0372,U0472,4,Superb build quality,Very satisfied with the build quality and finish.,Positive,2025-10-03,TRUE
REV01039,P0126,U0195,2,Below expectations,"Packaging was damaged when it arrived, quality control issue.",Negative,2025-07-22,TRUE
